CUSTID,GENDER,AGE,TV_REG,NGROUP,LCDATE,BILL,REGION,CLASS,ORGYN,AFFL,LTIME,OAC,S_MT,S_FVEG,S_TOIL,S_CONV
0017668328,M,58,C Scotland,D,03/02/1990,1200,Scottish,Silver,0,6,9,6,28.59,33.95,19.52,9.71
0017670004,F,42,S West,D,14/03/1994,0,South West,Tin,1,12,4,7,15.54,36.78,13.48,10.74
0017671825,F,75,C Scotland,A,28/02/1990,0,Scottish,Tin,1,9,8,5,33.18,23.83,19.69,13.03
0017674107,M,34,,F,,6053,,Gold,1,23,,7,14.68,30.54,42.88,7.25
0017675707,F,53,Wales & West,C,30/05/1997,100,Midlands,Silver,1,15,1,5,24.00,16.49,22.06,10.09
0017677920,M,79,S & S East,B,24/02/1994,7000,South East,Gold,0,,4,2,32.23,16.19,39.50,9.17
0017678285,F,44,Yorkshire,D,01/03/1990,0,North,Tin,0,14,8,1,30.94,25.25,10.08,14.07
0017680425,M,43,Midlands,C,25/03/1993,6107,Midlands,Gold,0,6,5,3,11.12,30.20,31.32,3.84
0017684919,F,45,S & S East,D,23/12/1993,0,South East,Tin,0,9,5,6,25.85,32.76,24.89,11.69
0017685176,F,48,London,F,22/07/1991,50,South East,Silver,0,15,7,4,27.57,25.56,15.64,8.03
0017690099,U,71,East,C,11/08/1993,2500,Midlands,Silver,0,11,5,6,25.22,5.59,10.27,7.88
0017690315,F,69,East,F,25/05/1992,7000,Midlands,Gold,0,9,6,3,15.22,35.48,20.23,15.56
0017691621,U,69,London,,01/05/1990,0,South East,Tin,0,8,8,6,11.95,0.21,18.65,1.48
0017698464,,46,East,C,23/12/1993,0,Midlands,Tin,0,10,5,3,28.31,28.04,0.01,12.38
0017701260,F,60,Midlands,E,14/09/1994,6000,Midlands,Gold,0,5,4,1,26.17,39.44,19.57,12.73
0017706890,F,75,London,A,26/09/1994,1808,South East,Silver,0,9,4,8,18.97,19.58,15.74,8.90
0017708141,F,61,C Scotland,D,07/01/1991,14400,Scottish,Gold,0,7,8,4,39.04,27.88,12.26,11.68
0017708664,F,76,S West,E,26/08/1993,5000,South West,Silver,0,4,5,8,31.79,32.07,19.42,11.88
0017711460,F,40,London,B,01/07/1990,0,South East,Tin,0,8,8,7,18.39,21.03,26.90,11.19
0017712475,F,44,London,D,01/02/1990,0,South East,Tin,1,9,9,1,40.81,33.92,16.33,13.07
0017713145,F,53,East,C,01/02/1990,0,Midlands,Tin,0,8,9,8,21.06,33.88,24.72,10.29
0017713781,F,55,S & S East,D,12/03/1988,900,South East,Silver,0,12,10,5,20.13,32.99,15.83,15.02
0017713978,F,50,S & S East,F,01/03/1993,0,South East,Tin,0,4,5,8,16.83,21.47,26.99,12.63
0017714680,F,69,Wales & West,E,10/02/1992,3027,Midlands,Silver,0,12,7,7,16.16,27.79,22.42,11.05
0017714818,F,57,N West,C,02/04/1996,1000,North,Silver,1,11,2,4,21.39,24.70,20.18,11.05
0017716047,M,64,,E,18/03/1997,500,,Silver,0,4,1,5,44.08,23.02,23.00,6.57
0017719534,F,51,N Scot,,09/11/1994,6000,Scottish,Gold,0,9,4,4,16.22,37.31,30.12,9.78
0017723663,F,54,London,B,04/04/1991,36427,South East,Platinum,1,,7,6,23.78,24.60,14.15,10.53
0017726670,F,40,Midlands,F,06/05/1994,0,Midlands,Tin,0,10,4,1,30.82,29.39,26.49,12.36
0017727693,F,69,S & S East,,21/11/1997,25500,South East,Platinum,0,9,1,5,15.32,35.69,10.46,14.04
0017731534,F,51,Midlands,F,13/05/1997,6000,Midlands,Gold,1,13,1,6,24.59,16.69,27.48,11.52
0017738296,M,,Midlands,C,15/01/1987,0,Midlands,Tin,0,2,12,8,31.70,26.76,39.51,5.66
0017742293,F,42,C Scotland,A,04/01/1994,125,Scottish,Silver,0,5,5,3,25.55,32.79,17.61,12.91
0017742501,F,66,Yorkshire,B,23/12/1993,0,North,Tin,0,3,5,5,23.72,33.98,25.25,12.64
0017744032,F,63,S West,B,30/04/1980,15000,South West,Gold,0,11,18,8,18.72,26.84,20.17,13.14
0017744830,,61,S & S East,E,26/04/1988,200,South East,Silver,0,10,10,3,26.03,21.99,13.11,12.65
0017746167,M,40,Midlands,E,21/09/1993,5000,Midlands,Gold,1,10,5,3,25.18,23.24,34.01,7.42
0017746299,U,63,London,A,08/02/1994,1000,South East,Silver,0,5,5,5,32.31,4.55,16.30,23.46
0017746442,F,73,S & S East,D,21/11/1994,3750,South East,Silver,0,4,4,7,21.70,24.50,16.22,7.89
0017747627,F,60,N West,D,24/08/1993,2000,North,Silver,0,5,5,5,35.33,33.62,24.89,14.36
0017749956,U,,London,C,15/06/1994,5000,South East,Silver,0,8,4,5,24.89,15.72,7.11,5.68
0017750741,F,55,Midlands,F,24/03/1993,3025,Midlands,Silver,1,15,5,1,38.59,29.59,6.06,10.91
0017751934,M,40,N Scot,E,24/02/1994,0,Scottish,Tin,1,13,4,3,20.18,35.60,9.24,5.20
0017751985,F,38,Yorkshire,E,11/10/1986,5500,North,Gold,0,9,12,3,24.38,39.11,20.58,11.92
0017753031,F,,Midlands,C,01/07/1990,0,Midlands,Tin,0,6,8,5,37.90,31.50,29.18,10.79
0017753872,,71,C Scotland,A,09/06/1993,2000,Scottish,Silver,0,9,5,1,23.07,35.74,15.72,12.77
0017754445,F,36,London,B,01/03/1990,0,South East,Tin,1,7,8,5,34.57,47.16,20.22,15.97
0017755247,F,59,Midlands,F,09/07/1997,0,Midlands,Tin,1,7,1,6,30.68,22.53,22.58,12.78
0017756928,,32,S & S East,B,11/11/1997,500,South East,Silver,0,7,1,5,30.20,31.15,3.90,12.92
0017759870,M,51,London,B,29/05/1996,6000,South East,Gold,0,5,2,7,30.59,31.28,31.14,6.48
0017760100,U,66,Wales & West,C,26/09/1968,28212,Midlands,Platinum,0,4,30,1,6.53,0.96,17.26,17.85
0017765161,M,57,Midlands,A,21/05/1993,4200,Midlands,Silver,0,9,5,4,20.94,47.24,32.29,7.52
0017766389,F,42,London,C,28/10/1996,3000,South East,Silver,0,13,2,8,23.66,32.38,11.18,10.72
0017768012,F,42,N East,F,21/12/1993,0,North,Tin,1,12,5,1,22.73,25.38,5.38,11.29
0017768845,,72,Wales & West,C,05/04/1983,6600,Midlands,Gold,0,7,15,6,23.93,35.87,12.70,9.67
0017768985,M,49,Yorkshire,F,01/05/1990,0,North,Tin,0,10,8,4,23.27,31.04,20.83,4.52
0017771129,,65,Midlands,D,17/02/1990,500,Midlands,Silver,0,6,9,1,35.32,24.81,14.74,13.27
0017772648,M,46,S West,F,29/06/1994,0,South West,Tin,0,10,4,7,34.66,16.78,16.82,3.18
0017774322,M,43,Midlands,D,10/06/1993,1440,Midlands,Silver,0,10,5,1,8.31,29.58,35.12,9.32
0017775175,F,43,,C,06/03/1997,1000,,Silver,1,9,1,5,25.79,32.64,12.98,11.55
0017775353,,58,S & S East,C,09/01/1970,4000,South East,Silver,1,15,29,4,24.59,23.83,15.50,9.90
0017777852,F,40,Midlands,B,23/02/1994,3000,Midlands,Silver,1,9,5,8,28.20,27.32,17.20,12.89
0017781353,F,41,N West,C,09/04/1997,720,North,Silver,1,14,1,6,28.80,26.25,17.47,11.62
0017781914,U,41,C Scotland,D,30/09/1993,0,Scottish,Tin,1,9,5,7,23.28,8.88,0.43,10.03
0017783127,F,54,London,A,29/03/1994,6053,South East,Gold,0,10,4,6,34.06,26.21,26.55,11.26
0017785367,F,35,S & S East,F,28/07/1987,2800,South East,Silver,1,,11,7,23.62,41.09,29.43,13.33
0017790255,M,51,N West,D,30/09/1996,50,North,Silver,0,8,2,3,16.14,47.27,34.79,7.65
0017794676,M,42,London,C,05/01/1994,0,South East,Tin,0,9,5,8,8.14,33.35,19.24,9.00
0017796369,F,33,Wales & West,F,01/05/1990,0,Midlands,Tin,0,11,8,2,25.89,37.11,28.63,8.96
0017796563,F,67,Midlands,D,14/02/1992,5000,Midlands,Silver,0,6,7,3,21.35,27.47,10.28,9.46
0017797675,F,33,Wales & West,C,01/09/1990,0,Midlands,Tin,0,7,8,3,18.59,22.86,14.76,12.25
0017797780,F,44,London,B,26/08/1993,1500,South East,Silver,1,12,5,5,39.00,17.50,7.69,12.68
0017797942,M,58,London,B,06/11/1997,6994,South East,Gold,0,10,1,2,45.62,29.67,18.73,5.97
0017798078,U,68,Wales & West,A,17/01/1994,4000,Midlands,Silver,0,4,5,3,1.78,1.22,0.29,11.67
0017798957,F,63,Midlands,F,17/04/1989,2000,Midlands,Silver,0,8,9,5,34.48,19.79,15.95,11.36
0017801052,F,,Yorkshire,E,20/12/1993,0,North,Tin,0,6,5,8,27.31,38.22,28.09,12.00
0017801982,F,35,London,F,04/02/1994,0,South East,Tin,1,18,5,7,27.94,31.30,22.60,13.90
0017802547,F,63,Midlands,B,27/09/1996,6000,Midlands,Gold,1,5,2,7,19.40,22.34,41.21,12.29
0017804477,F,40,East,C,18/02/1993,2500,Midlands,Silver,1,14,6,6,18.78,39.60,23.12,10.89
0017804698,F,43,Wales & West,F,01/07/1991,420,Midlands,Silver,1,9,7,8,39.26,19.83,14.46,15.87
0017805139,F,64,S West,B,16/04/1997,6000,South West,Gold,0,7,1,7,27.34,36.49,13.06,14.76
0017805236,M,62,London,A,23/07/1986,7553,South East,Gold,0,5,12,4,15.83,22.45,20.35,5.19
0017805961,U,66,N East,D,10/02/1994,2000,North,Silver,0,3,5,5,33.44,14.25,22.74,24.08
0017807336,M,59,London,A,18/11/1997,5000,South East,Silver,0,,1,6,23.06,23.95,16.08,6.37
0017807859,M,,London,B,23/02/1994,7000,South East,Gold,0,7,5,6,21.17,29.98,30.45,2.90
0017808529,F,54,London,A,09/10/1997,6000,South East,Gold,0,8,1,2,34.57,23.19,12.30,7.79
0017811457,F,52,Yorkshire,F,01/05/1992,0,North,Tin,0,2,6,1,39.20,33.56,7.29,11.69
0017811619,,39,London,D,09/08/1992,1000,South East,Silver,0,9,6,2,25.88,23.18,17.74,14.59
0017812410,U,64,S & S East,B,19/02/1994,10600,South East,Gold,0,6,5,8,25.20,10.94,19.42,17.52
0017813026,M,58,London,B,17/01/1994,0,South East,Tin,0,6,5,1,20.61,20.12,20.27,6.27
0017815932,F,34,London,A,28/08/1992,0,South East,Tin,0,7,6,1,16.80,28.54,12.51,12.85
0017817382,F,66,C Scotland,F,18/06/1996,6000,Scottish,Gold,0,16,2,8,22.40,29.84,23.20,11.94
0017818079,F,64,N Scot,F,07/10/1994,0,Scottish,Tin,0,5,4,1,17.63,34.92,12.00,12.70
0017818362,M,71,S & S East,F,31/12/1983,5793,South East,Gold,0,11,15,1,20.57,29.27,35.11,9.61
0017820642,M,36,London,B,10/06/1988,0,South East,Tin,1,10,10,1,44.41,41.44,44.49,7.65
0017821088,F,28,Wales & West,C,04/04/1996,1000,Midlands,Silver,1,11,2,5,22.23,39.09,18.88,10.91
0017822203,F,48,Wales & West,F,07/01/1991,500,Midlands,Silver,0,8,8,2,23.83,35.82,12.68,13.19
0017823226,,41,S & S East,D,26/10/1994,0,South East,Tin,0,7,4,1,24.71,41.57,7.08,13.68
0017824834,F,56,S & S East,C,21/09/1995,20568,South East,Platinum,0,6,3,2,23.94,28.51,11.91,13.89
0017825156,M,67,East,F,02/11/1993,3000,Midlands,Silver,0,7,5,7,38.23,56.01,16.14,6.82
0017825881,M,,,F,31/03/1989,17783,,Gold,0,10,9,5,19.61,38.02,18.50,11.13
0017829585,,59,Midlands,B,30/04/1979,12000,Midlands,Gold,0,7,19,1,25.48,26.77,32.68,12.75
0017830362,M,23,Midlands,,17/05/1996,300,Midlands,Silver,1,12,2,4,19.30,41.09,22.10,6.54
0017832624,M,31,Wales & West,D,14/10/1994,0,Midlands,Tin,0,6,4,3,32.60,47.77,28.96,3.94
0017834015,U,61,N East,D,12/07/1995,15000,North,Gold,0,2,3,4,15.51,11.33,6.44,5.77
0017834481,,55,S & S East,F,01/07/1988,60,South East,Silver,0,5,10,7,19.35,40.83,12.16,10.34
0017836115,F,,Wales & West,F,01/01/1990,300,Midlands,Silver,1,9,9,6,23.86,34.96,8.18,11.29
0017836425,F,40,S & S East,D,26/04/1994,6000,South East,Gold,0,7,4,3,19.27,29.52,19.92,17.00
0017837367,F,58,S West,E,01/08/1990,0,South West,Tin,0,8,8,7,14.53,27.33,6.49,14.53
0017837936,F,72,N West,F,16/05/1994,2000,North,Silver,0,,4,2,18.59,30.13,13.74,14.26
0017839270,M,45,London,C,27/07/1988,0,South East,Tin,0,7,10,1,12.29,33.21,4.53,4.25
0017839718,F,53,London,D,21/11/1996,6000,South East,Gold,1,9,2,5,22.89,40.11,16.75,14.84
0017841062,M,27,Midlands,E,05/07/1994,420,Midlands,Silver,0,8,4,7,24.76,34.41,6.40,5.65
0017843588,F,,Yorkshire,F,17/11/1994,6000,North,Gold,0,9,4,3,23.91,33.74,12.09,10.83
0017844215,F,,,A,16/01/1997,6000,,Gold,0,14,2,5,23.95,22.31,20.52,13.79
0017845211,F,72,Wales & West,F,15/06/1988,500,Midlands,Silver,0,5,10,2,28.65,45.35,19.69,13.25
0017845629,U,,C Scotland,F,01/08/1995,2000,Scottish,Silver,0,11,3,2,25.16,11.25,27.64,16.73
0017849020,M,33,London,A,24/02/1990,1750,South East,Silver,1,20,9,2,3.13,33.78,39.76,5.71
0017849276,,55,Yorkshire,F,29/01/1993,0,North,Tin,1,12,6,7,17.56,14.94,24.00,18.81
0017850320,,68,S West,B,30/06/1995,10194,South West,Gold,0,8,3,1,25.90,24.72,17.56,12.27
0017851807,F,38,East,F,01/07/1990,0,Midlands,Tin,1,14,8,3,21.16,25.36,23.40,10.99
0017854903,F,74,Midlands,D,07/01/1991,3000,Midlands,Silver,0,9,8,4,25.01,40.84,26.04,12.26
0017855020,F,57,S & S East,F,31/03/1993,3000,South East,Silver,1,14,5,2,20.98,28.44,5.50,12.35
0017860342,M,52,London,B,01/02/1990,300,South East,Silver,0,,9,8,22.86,23.31,29.14,5.13
0017861225,F,41,Midlands,C,02/04/1991,6105,Midlands,Gold,0,5,7,7,23.99,28.53,21.72,14.22
0017861748,M,40,Yorkshire,C,26/07/1996,6000,North,Gold,0,5,2,5,31.03,16.47,11.17,5.48
0017862698,M,51,N West,E,01/10/1991,0,North,Tin,0,,7,8,10.02,20.96,28.35,7.88
0017864984,,55,S West,F,05/03/1992,3000,South West,Silver,0,12,6,1,20.03,34.64,6.94,10.85
0017865174,F,66,London,F,03/10/1991,6053,South East,Gold,0,11,7,3,25.15,30.48,10.85,13.11
0017866413,F,50,Yorkshire,B,05/06/1991,0,North,Tin,0,3,7,3,33.05,38.71,12.06,10.08
0017873223,M,,Wales & West,E,25/01/1994,0,Midlands,Tin,0,12,5,2,29.78,31.20,25.72,9.07
0017880955,,48,Border,B,25/05/1990,0,Scottish,Tin,0,11,8,4,19.25,30.31,20.47,13.09
0017881811,F,69,Yorkshire,E,01/04/1996,6000,North,Gold,0,11,2,3,23.23,35.13,10.82,11.56
0017882133,F,47,N East,B,29/01/1991,3000,North,Silver,0,11,8,4,16.73,34.93,17.62,10.72
0017882249,M,31,N East,C,14/01/1994,0,North,Tin,0,,5,6,34.40,21.36,12.51,9.49
0017883008,,39,Midlands,E,04/11/1993,1000,Midlands,Silver,0,8,5,7,13.44,25.14,21.54,13.58
0017884020,F,52,N West,A,30/06/1988,524,North,Silver,0,10,10,7,23.30,25.78,9.10,16.08
0017885116,M,58,Wales & West,B,11/07/1996,8000,Midlands,Gold,0,13,2,2,23.73,22.35,3.00,6.44
0017889863,F,37,N Scot,E,04/08/1997,6000,Scottish,Gold,1,6,1,3,20.48,24.91,23.67,13.37
0017892600,M,76,S & S East,D,17/05/1986,1100,South East,Silver,0,9,12,4,32.47,44.95,33.09,6.38
0017894034,M,67,London,B,02/10/1996,6000,South East,Gold,1,10,2,1,25.30,19.40,41.43,8.64
0017897777,F,58,Yorkshire,C,06/02/1991,1000,North,Silver,0,11,8,4,23.50,29.17,12.33,10.29
0017899362,M,38,London,A,22/11/1995,3000,South East,Silver,1,5,3,4,31.56,24.61,8.39,8.91
0017900719,M,46,Midlands,D,01/03/1990,0,Midlands,Tin,0,6,8,5,15.09,38.24,2.29,9.17
0017901383,F,58,Wales & West,F,01/01/1990,3220,Midlands,Silver,1,13,9,8,32.42,36.21,31.71,12.54
0017901928,F,75,Midlands,B,23/02/1994,3000,Midlands,Silver,0,9,5,4,13.82,27.01,11.34,7.63
0017904706,M,31,London,F,02/02/1994,0,South East,Tin,1,8,5,5,19.42,18.06,9.54,7.35
0017907691,F,,C Scotland,B,05/12/1993,0,Scottish,Tin,1,13,5,3,25.58,29.33,15.37,9.85
0017908531,F,51,N West,B,19/09/1994,6000,North,Gold,0,3,4,8,25.99,30.56,16.90,11.40
0017911524,F,60,London,F,24/02/1990,1000,South East,Silver,0,4,9,4,23.44,28.37,10.48,11.60
0017913217,F,57,Yorkshire,F,18/08/1995,6000,North,Gold,0,8,3,2,26.46,21.38,18.39,16.34
0017914043,F,37,S & S East,,29/01/1994,0,South East,Tin,0,7,5,3,21.04,40.35,17.07,13.58
0017916097,F,54,Wales & West,B,31/10/1994,0,Midlands,Tin,0,9,4,7,27.66,11.86,27.39,12.56
0017918111,F,48,S & S East,F,15/04/1992,6053,South East,Gold,1,20,6,2,17.40,32.43,0.65,9.82
0017919770,F,40,London,C,23/04/1988,500,South East,Silver,0,10,10,6,26.95,39.95,21.33,14.13
0017919908,F,77,London,A,15/02/1989,10000,South East,Gold,0,9,10,1,39.06,27.88,16.17,12.69
0017920558,,75,N West,E,16/01/1991,2400,North,Silver,0,8,8,3,25.61,20.06,9.51,11.37
0017922399,F,,London,C,01/05/1990,0,South East,Tin,0,6,8,5,32.53,38.37,23.08,11.87
0017933161,M,41,London,C,01/04/1990,0,South East,Tin,0,3,8,1,33.75,25.56,16.94,5.21
0017934591,F,58,N East,A,23/11/1995,3000,North,Silver,0,8,3,8,18.69,25.04,10.85,12.88
0017944023,F,37,London,C,25/04/1994,0,South East,Tin,1,13,4,8,14.05,38.07,25.58,10.61
0017950368,F,67,S & S East,D,28/11/1970,10000,South East,Gold,1,9,28,8,27.65,20.94,22.91,8.89
0017951909,F,65,N West,D,17/02/1993,11000,North,Gold,1,14,6,6,33.74,18.18,24.75,13.62
0017953839,M,32,N East,D,02/04/1996,2500,North,Silver,1,6,2,4,35.94,43.79,8.47,8.99
0017954487,F,33,N West,F,26/07/1994,3000,North,Silver,0,7,4,3,24.92,22.76,14.12,13.34
0017960703,F,52,N Scot,D,19/12/1995,20729,Scottish,Platinum,0,5,3,8,19.40,35.05,10.02,12.76
0017962382,F,45,N West,D,,0,North,Tin,0,7,,2,26.29,31.17,9.36,7.94
0017962862,F,47,N East,B,21/09/1996,6000,North,Gold,1,12,2,3,16.08,34.54,10.68,9.68
0017966264,F,56,East,,25/03/1988,1000,Midlands,Silver,1,13,10,3,28.71,22.58,28.85,8.29
0017971187,M,45,London,E,01/07/1990,0,South East,Tin,0,7,8,7,26.79,25.53,15.45,9.56
0017971721,F,51,London,A,28/09/1994,3750,South East,Silver,1,17,4,4,25.47,21.64,30.59,10.27
0017973139,F,41,East,C,11/01/1991,3000,Midlands,Silver,1,16,8,3,33.28,15.73,34.52,11.16
0017974062,F,42,S & S East,D,01/06/1990,0,South East,Tin,1,6,8,8,35.61,22.75,23.06,10.21
0017978335,F,59,London,F,17/02/1990,1500,South East,Silver,1,16,9,7,32.93,30.38,12.76,11.21
0017980585,F,54,Midlands,E,10/02/1993,0,Midlands,Tin,0,10,6,4,23.61,33.27,20.56,14.42
0017980828,,32,Midlands,E,02/01/1991,3000,Midlands,Silver,0,7,8,4,18.15,27.21,19.21,11.83
0017982502,F,69,East,E,30/04/1981,6400,Midlands,Gold,0,5,17,2,17.52,34.53,20.23,14.46
0017983436,F,78,London,A,29/10/1982,0,South East,Tin,0,12,16,2,24.11,25.14,28.41,11.45
0017986869,M,64,Yorkshire,F,27/11/1986,11600,North,Gold,0,,12,4,40.78,48.81,10.21,7.29
0017988381,F,47,N West,F,14/01/1993,6000,North,Gold,0,10,6,2,13.71,5.48,16.65,12.77
0017989515,M,31,London,E,27/10/1994,0,South East,Tin,0,14,4,7,35.56,26.54,34.26,9.87
0017989760,U,65,S & S East,D,30/04/1987,100,South East,Silver,0,6,11,7,12.14,15.28,23.41,4.82
0017990661,F,48,Ulster,,24/03/1997,50,Midlands,Silver,0,7,1,3,25.36,25.33,23.12,14.03
0017991080,F,60,East,D,01/08/1992,6053,Midlands,Gold,0,7,6,7,27.33,41.56,27.62,9.46
0017992214,M,73,S & S East,A,01/11/1995,20580,South East,Platinum,0,13,3,4,26.48,25.17,22.16,4.36
0017993520,F,65,London,A,24/10/1997,10000,South East,Gold,0,3,1,6,18.45,27.18,26.42,12.24
0017993768,F,31,N East,C,16/08/1993,420,North,Silver,1,13,5,2,29.47,18.14,15.09,13.52
0018001637,,55,London,A,26/01/1972,0,South East,Tin,0,17,27,4,24.57,21.03,15.26,14.26
0018001890,U,59,East,F,28/04/1997,6000,Midlands,Gold,0,6,1,8,8.72,10.39,7.80,15.48
0018008445,F,33,Midlands,D,24/02/1994,0,Midlands,Tin,1,11,4,6,15.88,23.66,16.59,14.27
0018009468,F,62,East,C,28/09/1993,0,Midlands,Tin,0,11,5,2,31.28,21.61,19.09,10.35
0018013236,F,74,S & S East,C,30/07/1982,2000,South East,Silver,0,9,16,4,20.34,31.99,22.24,10.68
0018014917,,57,London,B,13/11/1992,3000,South East,Silver,0,10,6,3,17.59,22.70,22.32,10.31
0018016073,M,,,E,25/11/1986,5000,,Silver,0,10,12,1,35.01,47.98,25.78,5.11
0018018556,F,50,London,U,22/11/1993,0,South East,Tin,0,7,5,6,30.86,28.29,11.52,11.33
0018025072,F,78,London,B,24/03/1983,4300,South East,Silver,0,12,15,7,25.16,47.74,12.45,12.02
0018025579,M,73,S & S East,E,17/03/1993,4000,South East,Silver,0,9,5,6,1.08,48.59,28.80,5.78
0018025927,F,50,N East,D,01/02/1990,600,North,Silver,0,4,9,2,31.57,26.04,15.27,13.68
0018027164,M,60,N West,D,01/06/1990,0,North,Tin,0,6,8,1,50.36,26.75,16.92,6.25
0018030920,U,34,C Scotland,F,21/12/1993,0,Scottish,Tin,1,8,5,8,20.04,9.54,16.21,20.41
0018031293,M,32,Wales & West,F,01/11/1990,0,Midlands,Tin,0,4,8,7,28.25,36.56,31.29,5.01
0018033741,,59,London,C,29/03/1997,6000,South East,Gold,0,8,1,5,33.77,22.52,12.68,12.56
0018034403,F,56,Midlands,C,22/12/1993,0,Midlands,Tin,0,8,5,8,34.19,24.56,10.07,12.65
0018035140,F,78,Midlands,F,04/10/1989,12000,Midlands,Gold,0,6,9,8,42.03,34.20,26.13,13.38
0018036457,F,66,Midlands,B,18/01/1994,1500,Midlands,Silver,0,3,5,2,31.22,32.17,16.50,12.89
0018037852,F,37,S & S East,,17/05/1994,0,South East,Tin,1,12,4,1,36.02,32.48,25.16,16.03
0018043828,,78,S & S East,C,15/03/1988,3000,South East,Silver,0,7,10,1,16.30,21.85,15.79,10.71
0018046894,F,60,N West,C,16/07/1997,6000,North,Gold,0,4,1,1,21.27,44.12,12.82,10.92
0018047602,,45,London,D,24/10/1997,2000,South East,Silver,0,5,1,4,32.40,25.65,9.89,8.77
0018049605,M,52,C Scotland,D,04/04/1997,3000,Scottish,Silver,0,,1,4,32.71,42.73,31.77,7.22
0018050697,F,66,East,C,01/02/1990,0,Midlands,Tin,0,6,9,2,30.57,18.01,16.55,13.35
0018052991,F,25,N West,C,26/07/1996,6000,North,Gold,1,7,2,1,15.96,27.33,18.15,13.69
0018053068,F,31,Yorkshire,D,20/05/1997,2900,North,Silver,1,23,1,5,25.64,29.01,22.26,11.64
0018054439,F,66,N Scot,E,16/05/1996,6000,Scottish,Gold,1,9,2,6,27.56,28.61,17.65,12.81
0018055419,U,72,S & S East,D,24/02/1990,500,South East,Silver,0,5,9,4,22.20,11.64,12.22,14.35
0018061109,F,41,S & S East,C,29/05/1990,0,South East,Tin,1,12,8,3,12.22,25.07,15.68,18.22
0018061702,M,41,C Scotland,A,06/09/1991,0,Scottish,Tin,0,4,7,2,20.84,27.96,14.94,6.68
0018062997,F,32,London,F,10/02/1994,1000,South East,Silver,1,9,5,1,29.23,16.84,29.35,15.36
0018063977,,34,S & S East,C,05/01/1994,0,South East,Tin,0,8,5,5,30.98,18.51,11.60,11.63
0018064361,M,67,London,D,11/11/1993,0,South East,Tin,0,9,5,7,27.36,52.81,16.15,4.83
0018065783,F,68,Yorkshire,D,26/06/1997,6000,North,Gold,0,13,1,5,27.06,34.81,28.31,12.44
0018067859,F,51,Yorkshire,D,05/06/1991,3027,North,Silver,0,8,7,2,19.43,18.62,11.37,15.43
0018069142,F,42,Ulster,,25/03/1993,12760,Midlands,Gold,0,7,5,7,19.50,28.26,13.27,9.90
0018072267,,77,Wales & West,E,01/06/1990,0,Midlands,Tin,0,8,8,8,32.13,31.22,20.18,14.21
0018075045,F,26,Midlands,F,08/02/1996,40,Midlands,Silver,1,9,3,2,15.57,30.88,15.75,14.40
0018076025,F,53,S & S East,F,10/10/1997,2000,South East,Silver,0,,1,4,21.10,34.78,19.07,13.57
0018076335,F,68,London,D,30/04/1984,16884,South East,Gold,1,7,14,4,21.46,25.72,1.89,8.72
0018078281,M,31,East,F,14/02/1994,0,Midlands,Tin,0,11,5,5,33.23,38.30,23.78,6.54
0018078613,M,69,London,D,30/09/1993,3500,South East,Silver,0,5,5,2,29.59,43.71,23.41,9.71
0018079229,M,39,Ulster,,02/02/1993,5000,Midlands,Silver,1,8,6,8,37.30,21.94,25.82,6.74
0018079830,F,55,S & S East,E,01/10/1997,10000,South East,Gold,0,11,1,4,22.98,25.79,14.30,11.01
0018084966,,48,S & S East,D,26/05/1995,3000,South East,Silver,0,12,3,2,15.68,34.16,12.55,12.19
0018086543,F,34,Wales & West,D,08/05/1996,1000,Midlands,Silver,1,23,2,2,29.44,34.09,13.68,11.81
0018086926,F,36,London,F,14/02/1995,48,South East,Silver,1,14,4,4,32.50,23.94,9.95,7.17
0018089518,F,50,N West,C,04/02/1992,3000,North,Silver,0,11,7,3,23.70,34.90,16.75,10.91
0018094430,,52,N West,D,24/09/1993,0,North,Tin,0,5,5,8,22.26,27.74,6.73,13.48
0018096409,U,63,,C,10/02/1997,6000,,Gold,1,11,2,4,6.97,5.63,24.31,2.53
0018100465,F,38,London,F,04/07/1990,0,South East,Tin,1,8,8,4,26.71,27.74,25.61,10.77
0018100880,M,65,London,C,01/02/1990,0,South East,Tin,0,12,9,3,33.35,43.28,23.66,9.11
0018104819,M,44,N East,F,25/05/1995,10500,North,Gold,1,8,3,6,47.84,28.22,26.55,10.97
0018105459,F,52,N West,F,14/10/1997,8385,North,Gold,0,6,1,7,21.92,36.03,30.28,11.35
0018105521,F,59,Wales & West,B,17/11/1995,20734,Midlands,Platinum,0,6,3,3,34.17,25.28,21.62,16.03
0018106854,F,34,Midlands,E,24/02/1993,0,Midlands,Tin,1,20,5,2,22.22,21.27,22.59,11.42
0018107354,F,51,S & S East,F,11/10/1994,0,South East,Tin,0,16,4,7,31.32,32.33,19.70,9.89
0018107524,F,35,N West,F,22/09/1994,0,North,Tin,0,8,4,4,32.44,25.98,24.15,8.92
0018108091,M,66,N East,E,16/01/1991,3000,North,Silver,0,13,8,8,18.45,24.98,18.95,6.77
0018110002,,66,N East,F,20/02/1993,6500,North,Gold,0,8,6,8,26.09,30.19,11.76,9.13
0018114776,U,73,Midlands,D,29/09/1995,20097,Midlands,Platinum,0,11,3,8,20.72,17.69,21.03,15.03
0018114970,F,45,Yorkshire,D,14/05/1997,480,North,Silver,0,12,1,4,17.29,24.37,31.26,13.24
